PriceRange,ReleaseYear,Camera,AvailableColors,Ram_GB,NetworkSupport,BluetoothVersion,Rom_GB,BatteryCapacity,VideoRes,NumOfSensors,FastCharging,WR_version,OTG,USB_Version,TypeC,NFC,Display,Protection,Chipset,Processor,GPU,Fingerprint,FaceLock
2.0,2020.0,20.0,2.0,6.0,3.0,5.1,64.0,5160.0,1080.0,5.0,33.0,53.0,1,2.0,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 732G (8 nm),"Octa core, up to 2.2 GHz",Adreno 618,1,1
1.0,2020.0,8.0,3.0,6.0,3.0,5.0,64.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G80 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2020.0,5.0,3.0,4.0,3.0,5.0,32.0,5000.0,1080.0,2.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,MediaTek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,0,1
1.0,2020.0,16.0,3.0,6.0,3.0,5.0,64.0,5000.0,1080.0,5.0,33.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1.0,2020.0,8.0,4.0,6.0,3.0,5.0,32.0,5020.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G80 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2020.0,13.0,3.0,6.0,3.0,5.0,64.0,5020.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,MediaTek Helio G85 (12 nm),"Octa core, 2.0 GHz",Mali-G52 MC2,1,1
2.0,2020.0,16.0,3.0,6.0,3.0,5.0,64.0,5020.0,1080.0,5.0,33.0,0.0,1,2.0,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.23 GHz",Adreno 618,1,1
1.0,2020.0,16.0,3.0,6.0,3.0,5.0,64.0,5020.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.23 GHz",Adreno 618,1,1
2.0,2020.0,16.0,3.0,8.0,3.0,5.0,64.0,5260.0,1080.0,5.0,30.0,0.0,1,2.0,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 730G (8 nm),"Octa core, up to 2.2 GHz",Adreno 618,1,1
1.0,2019.0,32.0,3.0,6.0,3.0,5.0,64.0,4030.0,1080.0,6.0,18.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2020.0,8.0,3.0,3.0,3.0,4.2,32.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 439 (12 nm),"Octa core, up to 1.95 GHz",Adreno 505,0,1
0.0,2019.0,5.0,2.0,1.0,3.0,4.1,8.0,3000.0,0.0,3.0,0.0,0.0,0,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 425 (28 nm),"Quad-core, 1.4 GHz",Adreno 308,0,0
1.0,2019.0,20.0,3.0,8.0,3.0,5.0,64.0,4500.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G90T (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1.0,2019.0,13.0,3.0,6.0,3.0,5.0,32.0,4000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2019.0,8.0,3.0,4.0,3.0,4.2,32.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 439 (12 nm),"Octa core, up to 1.95 GHz",Adreno 505,1,1
1.0,2019.0,8.0,3.0,3.0,3.0,4.2,32.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 439 (12 nm),"Octa core, up to 1.95 GHz",Adreno 505,0,1
1.0,2019.0,13.0,3.0,4.0,3.0,5.0,32.0,4000.0,1080.0,6.0,18.0,0.0,1,2.0,1,0,In-Cell LCD Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa core, up to 2.2 GHz",Adreno 512,1,1
1.0,2019.0,13.0,3.0,6.0,3.0,5.0,64.0,4000.0,1080.0,6.0,18.0,0.0,1,2.0,1,0,In-Cell LCD Touchscreen,1,Qualcomm Snapdragon 675 (11 nm),"Octa core, up to 2.0 GHz",Adreno 612,1,1
1.0,2019.0,13.0,3.0,4.0,3.0,5.0,32.0,4000.0,1080.0,6.0,18.0,0.0,1,2.0,1,0,In-Cell LCD Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa core, up to 2.2 GHz",Adreno 512,1,1
1.0,2019.0,32.0,3.0,4.0,3.0,4.2,32.0,4000.0,1080.0,6.0,10.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 632 (14 nm),"Octa core, 1.8 GHz",Adreno 506,1,1
1.0,2019.0,5.0,3.0,3.0,3.0,4.2,16.0,4000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa core, up to 2.0 GHz",Adreno 505,0,1
1.0,2019.0,8.0,3.0,3.0,3.0,4.2,16.0,4000.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 632 (14 nm),"Octa core, 1.8 GHz",Adreno 512,1,1
3.0,2019.0,20.0,3.0,8.0,3.0,5.0,64.0,4000.0,1080.0,5.0,27.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 855 (7 nm),"Octa core, up to 2.84 GHz",Adreno 640,1,1
2.0,2018.0,20.0,4.0,6.0,3.0,5.0,64.0,4000.0,1080.0,6.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 845 (10 nm),"Octa core, up to 2.0 GHz",Adreno 612,1,1
1.0,2018.0,5.0,3.0,4.0,3.0,5.0,32.0,4000.0,1080.0,6.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 625 (14 nm),"Octa-core, 2.0 GHz",Adreno 506,1,1
1.0,2018.0,20.0,5.0,4.0,3.0,5.0,64.0,3000.0,1080.0,6.0,18.0,0.0,1,2.0,0,0,LTPS IPS LCD Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 512,1,1
1.0,2018.0,20.0,2.0,4.0,3.0,5.0,32.0,4000.0,1080.0,7.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 636 (14 nm),"Octa-core, 1.8 GHz",Adreno 509,1,1
1.0,2018.0,16.0,3.0,4.0,3.0,4.2,32.0,3080.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 625 (14 nm),"Octa-core, 2.0 GHz",Adreno 506,1,1
0.0,2018.0,5.0,3.0,2.0,3.0,4.2,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,0,1
1.0,2018.0,5.0,3.0,3.0,3.0,4.2,32.0,3000.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
2.0,2021.0,16.0,3.0,8.0,4.0,5.1,128.0,5000.0,1080.0,5.0,65.0,0.0,1,2.0,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 870 5G (7 nm),"Octa core, up to 3.2 GHz",Adreno 650,1,1
1.0,2021.0,5.0,2.0,4.0,3.0,4.2,64.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,UniSOC T610 (12 nm),"Octa core, up to 1.6 GHz",IMG8322,0,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,720.0,4.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Unisoc T610 (12 nm),"Octa core, up to 1.8 GHz",Mali-G52,1,1
1.0,2021.0,5.0,2.0,4.0,3.0,5.0,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Unisoc T610 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52,1,1
0.0,2021.0,5.0,2.0,4.0,3.0,4.2,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Unisoc SC9863A (28nm),"Octa core, up to 1.6 GHz",IMG8322,1,1
2.0,2021.0,32.0,4.0,8.0,4.0,5.2,128.0,4300.0,1080.0,5.0,65.0,0.0,1,2.0,1,1,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 778G 5G (6 nm),"Octa core, up to 2.84 GHz",Adreno 642L,1,1
1.0,2021.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,5.0,30.0,0.0,1,2.0,1,1,IPS LCD Touchscreen,0,Mediatek Helio G95 (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1.0,2021.0,16.0,2.0,8.0,4.0,5.1,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,1,IPS LCD Touchscreen,0,MediaTek Dimensity 700 5G (7 nm),"Octa core, up to 2.2 GHz",Mali-G57 MC2,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,6000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G85 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
0.0,2021.0,5.0,2.0,2.0,3.0,5.1,32.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,0,1
1.0,2021.0,16.0,2.0,8.0,3.0,5.1,128.0,5000.0,1080.0,5.0,30.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Mediatek Helio G95 (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,6000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G70 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 2EEMC2,1,1
2.0,2021.0,16.0,4.0,8.0,3.0,5.0,128.0,4500.0,1080.0,5.0,50.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1.0,2021.0,5.0,2.0,4.0,3.0,5.0,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,32.0,6000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2020.0,8.0,2.0,4.0,3.0,5.0,64.0,6000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G85 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
2.0,2020.0,32.0,2.0,8.0,3.0,5.1,128.0,4500.0,1080.0,5.0,65.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1.0,2020.0,16.0,2.0,8.0,3.0,5.0,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2020.0,8.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1.0,2020.0,5.0,3.0,3.0,3.0,4.2,32.0,6000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
1.0,2020.0,8.0,2.0,4.0,3.0,4.2,32.0,6000.0,1080.0,4.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1.0,2020.0,16.0,2.0,8.0,3.0,5.0,64.0,4300.0,1080.0,5.0,30.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G90T (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1.0,2020.0,16.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Mediatek Helio G80 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2020.0,5.0,2.0,4.0,3.0,4.2,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio G70 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52,1,1
1.0,2020.0,8.0,2.0,4.0,3.0,5.0,32.0,5000.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
0.0,2020.0,5.0,2.0,2.0,3.0,5.0,32.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa core, 2.3 GHz",PowerVR GE8320,1,1
0.0,2019.0,5.0,2.0,3.0,3.0,4.2,16.0,4000.0,0.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,0,1
2.0,2022.0,50.0,2.0,8.0,3.0,5.2,128.0,4200.0,2160.0,5.0,44.0,0.0,1,2.0,1,0,AMOLED Touchscreen,1,MediaTek Dimensity 920 5G (6 nm),"Octa core, up to 2.5 GHz",Mali-G68 MC4,1,1
1.0,2021.0,8.0,2.0,3.0,3.0,5.0,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
4.0,2021.0,32.0,2.0,12.0,4.0,5.2,256.0,4450.0,2160.0,6.0,44.0,0.0,1,2.0,1,0,AMOLED Touchscreen,1,MediaTek Dimensity 1200 5G (6 nm),"Octa core, up to 3.0 GHz",Mali-G77 MC9,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,MediaTek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1.0,2021.0,16.0,2.0,8.0,3.0,5.1,128.0,5000.0,1080.0,5.0,33.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,MediaTek Helio G80 (12nm),Octa core 2.0 GHz,Mali-G52 MP2,1,1
1.0,2021.0,8.0,2.0,3.0,3.0,5.0,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12nm),"Octa core, up to 2.0 GHz",Adreno 505,1,1
2.0,2021.0,44.0,2.0,8.0,3.0,5.1,128.0,4000.0,2160.0,4.0,33.0,0.0,1,2.0,1,0,AMOLED Touchscreen,0,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
2.0,2021.0,44.0,2.0,8.0,3.0,5.1,128.0,4000.0,2160.0,5.0,33.0,0.0,1,2.0,1,0,AMOLED Touchscreen,0,MediaTek Dimensity 800U 5G (7 nm),"Octa core, up to 2.4 GHz",Mali-G57 MC3,1,1
4.0,2021.0,32.0,2.0,12.0,4.0,5.1,256.0,4200.0,1080.0,6.0,33.0,0.0,1,2.0,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 870 5G (7 nm),"Octa core, up to 3.2 GHz",Adreno 650,1,1
0.0,2020.0,5.0,2.0,2.0,3.0,5.0,32.0,4030.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,0,1
1.0,2021.0,8.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G80 (12nm),"Octa core, up to 2 GHz",Mali-G52 MC2,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1.0,2020.0,16.0,2.0,8.0,3.0,5.0,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2020.0,8.0,2.0,3.0,3.0,5.0,32.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1.0,2020.0,32.0,2.0,8.0,3.0,5.0,128.0,4100.0,1080.0,5.0,33.0,0.0,1,2.0,1,1,AMOLED Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
2.0,2020.0,44.0,3.0,8.0,3.0,5.0,128.0,4000.0,2160.0,5.0,33.0,0.0,1,2.0,1,1,AMOLED Touchscreen,0,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1.0,2020.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
1.0,2020.0,16.0,2.0,8.0,3.0,5.0,128.0,5000.0,1080.0,4.0,15.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2019.0,8.0,2.0,3.0,3.0,4.0,32.0,5000.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa core, up to 1.95 GHz",Adreno 505,1,1
1.0,2020.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,3.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
0.0,2020.0,5.0,3.0,2.0,3.0,5.0,32.0,4030.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,0,1
1.0,2019.0,32.0,2.0,8.0,3.0,5.0,128.0,4500.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
2.0,2020.0,32.0,2.0,8.0,3.0,5.0,128.0,4500.0,1080.0,5.0,33.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,0,Qualcomm Snapdragon 712 (10 nm),"Octa core, up to 2.3 GHz",Adreno 616,1,1
1.0,2019.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P65 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2019.0,8.0,2.0,3.0,3.0,5.0,64.0,5000.0,1080.0,5.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
2.0,2019.0,32.0,3.0,8.0,3.0,5.0,128.0,4100.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 675 (11 nm),"Octa core, up to 2.0 GHz",Adreno 612,1,1
1.0,2019.0,32.0,3.0,6.0,3.0,5.0,128.0,4500.0,1080.0,5.0,18.0,0.0,1,2.0,0,0,Super AMOLED Touchscreen,0,Mediatek Helio P65 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2019.0,16.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,5.0,0.0,0.0,1,2.0,0,0,LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
1.0,2019.0,32.0,2.0,4.0,3.0,5.0,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,0,0,LCD Touchscreen,0,MediaTek Helio P32 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
2.0,2019.0,32.0,1.0,6.0,3.0,5.0,128.0,3700.0,1080.0,5.0,18.0,0.0,1,2.0,0,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 675 (11 nm),"Octa core, 2.0 GHz",Adreno 612,1,1
2.0,2019.0,32.0,2.0,6.0,3.0,4.2,64.0,4000.0,1080.0,5.0,18.0,0.0,1,2.0,0,0,In-Cell IPS LCD Touchscreen,1,MediaTek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali G71 MP3,1,1
0.0,2019.0,5.0,2.0,2.0,3.0,5.0,32.0,4030.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,0,1
1.0,2019.0,8.0,2.0,3.0,3.0,4.2,32.0,4030.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa-core, 1.95 GHz",Adreno 505,1,1
1.0,2018.0,8.0,2.0,2.0,3.0,4.2,32.0,4030.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
0.0,2018.0,5.0,2.0,2.0,3.0,5.0,16.0,3260.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,0,1
1.0,2018.0,25.0,2.0,6.0,3.0,4.2,64.0,3315.0,1080.0,4.0,18.0,0.0,1,2.0,0,0,LTPS IPS LCD Touchscreen,0,Mediatek Helio P60 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G72 MP3,1,1
1.0,2018.0,20.0,3.0,4.0,3.0,4.2,32.0,4030.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa-core, up to 1.95 GHz",Adreno 505,1,1
