PriceRange,ReleaseYear,Camera,AvailableColors,Ram_GB,NetworkSupport,BluetoothVersion,Rom_GB,BatteryCapacity,VideoRes,NumOfSensors,FastCharging,WR_version,OTG,USB_Version,TypeC,NFC,Display,Protection,Chipset,Processor,GPU,Fingerprint,FaceLock
0.0,2019.0,8.0,1.0,3.0,3.0,4.0,32.0,3000.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Octa-core, 1.6 GHz",IMG 8322,1,1
0.0,2019.0,0.0,3.0,512.0,2.0,4.0,8.0,1500.0,0.0,1.0,0.0,0.0,0,2.0,0,0,TN Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-400 MP2,0,0
0.0,2019.0,5.0,3.0,3.0,3.0,4.0,16.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali T820 MP1,1,1
0.0,2019.0,2.0,3.0,1.0,2.0,4.0,8.0,2000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,TN Touchscreen,0,MediaTek,"Quad-core, 1.3 GHz",Mali-T820,0,1
0.0,2019.0,8.0,2.0,2.0,3.0,4.2,16.0,3200.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2019.0,5.0,4.0,1.0,2.0,2.1,8.0,2500.0,0.0,1.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,0,0
0.0,2019.0,5.0,3.0,1.0,2.0,4.1,16.0,2900.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820 MP1,1,1
0.0,2019.0,8.0,3.0,1.0,3.0,4.0,16.0,2500.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",Mali T-820,1,1
0.0,2019.0,5.0,2.0,2.0,3.0,4.0,32.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2019.0,2.0,4.0,1.0,2.0,4.1,8.0,2000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,MediaTek,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2019.0,5.0,3.0,1.0,3.0,4.1,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",Mali-400 MP2,0,0
0.0,2019.0,5.0,4.0,1.0,2.0,4.1,8.0,2500.0,0.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,0
0.0,2019.0,8.0,4.0,2.0,3.0,4.1,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",Mali-T820,0,1
0.0,2018.0,5.0,4.0,1.0,3.0,4.1,8.0,2400.0,0.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",420 MHz,0,0
0.0,2018.0,5.0,3.0,1.0,3.0,4.1,8.0,2200.0,0.0,1.0,0.0,0.0,1,2.0,0,0,TN Touchscreen,0,,"Quad-core, 1.4 GHz",Mali 400 MP2,0,0
0.0,2018.0,2.0,3.0,1.0,2.0,4.1,8.0,2000.0,0.0,1.0,0.0,0.0,1,2.0,0,0,TN Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-400,0,0
0.0,2018.0,8.0,3.0,2.0,3.0,4.2,16.0,3200.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0.0,2018.0,5.0,1.0,1.0,2.0,4.1,8.0,3200.0,0.0,2.0,0.0,0.0,1,2.0,0,0,Touchscreen,0,,"Quad-core, 1.4 GHz",Mali 400 MP2,0,0
0.0,2018.0,5.0,1.0,1.0,2.0,4.1,8.0,2150.0,0.0,2.0,0.0,0.0,1,2.0,0,0,Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2018.0,5.0,2.0,1.0,2.0,4.1,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
1.0,2018.0,8.0,2.0,3.0,3.0,4.2,32.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-core, 1.3 GHz",Mali-T720,1,1
0.0,2018.0,8.0,1.0,2.0,3.0,4.2,16.0,2900.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-core, 1.3 GHz",Mali-T720,1,0
0.0,2017.0,8.0,3.0,1.0,2.0,4.1,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2021.0,8.0,2.0,2.0,3.0,5.0,32.0,5000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1.0,2021.0,8.0,1.0,6.0,3.0,5.0,64.0,5000.0,1080.0,3.0,33.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,6000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2021.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
1.0,2021.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
1.0,2021.0,8.0,4.0,6.0,3.0,5.0,64.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G80 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2020.0,48.0,1.0,8.0,3.0,5.0,128.0,4500.0,1080.0,4.0,33.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G90T (12 nm),"Octa-core, 2.05 GHz",Mali-G76 MC4,1,1
1.0,2020.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
0.0,2020.0,8.0,2.0,4.0,3.0,5.0,32.0,5000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1.0,2020.0,8.0,4.0,4.0,3.0,5.0,128.0,5000.0,1080.0,3.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52,1,1
1.0,2020.0,16.0,3.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
0.0,2020.0,8.0,3.0,3.0,3.0,5.0,32.0,6000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A25 (12 nm),"Octa-core, 1.8 GHz (3/64 GB model)
Quad-core, 1.8 GHz (2/32 GB model)",PowerVR GE8320,1,1
0.0,2020.0,8.0,4.0,2.0,3.0,5.0,32.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1.0,2020.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
1.0,2020.0,8.0,3.0,3.0,3.0,5.0,32.0,6000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,1,1
1.0,2020.0,32.0,2.0,6.0,3.0,5.0,128.0,4000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa-core, 2.35 GHz",PowerVR GE8320,1,1
1.0,2020.0,16.0,3.0,4.0,3.0,5.0,64.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
0.0,2019.0,8.0,3.0,2.0,3.0,4.2,32.0,4000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1.0,2019.0,8.0,2.0,4.0,3.0,5.0,64.0,4000.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1.0,2019.0,8.0,2.0,3.0,3.0,4.2,32.0,4000.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
0.0,2019.0,5.0,2.0,3.0,3.0,4.2,32.0,3000.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
0.0,2019.0,5.0,2.0,2.0,3.0,4.2,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,0,1
0.0,2019.0,5.0,2.0,1.0,2.0,4.0,16.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,Touchscreen,0, ,"Quad-core, 1.3 GHz", ,1,1
0.0,2019.0,8.0,2.0,2.0,3.0,4.2,32.0,3500.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
1.0,2019.0,16.0,2.0,4.0,3.0,4.2,32.0,3500.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,MediaTek Helio A22 (3 GB) / Helio P22 (4 GB),"Quad-core, 2.0 GHz (3 GB) / Octa-core, 2.0 GHz (4 GB)",PowerVR GE8320,1,1
0.0,2019.0,8.0,1.0,2.0,3.0,4.2,32.0,3050.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio P22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
0.0,2018.0,8.0,3.0,1.0,2.0,4.0,16.0,3050.0,0.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0, ,"Quad-core, 1.3 GHz", ,1,1
0.0,2018.0,8.0,3.0,1.0,2.0,4.0,8.0,4000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0, ,"Quad-core, 1.3 GHz", ,1,0
0.0,2018.0,8.0,3.0,1.0,2.0,4.0,8.0,2400.0,0.0,1.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0, ,"Quad-core, 1.3 GHz", ,0,0
1.0,2018.0,16.0,3.0,4.0,3.0,4.2,64.0,3750.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio A22 (12 nm),"Quad-Core, 2.0 GHz",PowerVR GE8300,1,1
1.0,2018.0,16.0,3.0,3.0,3.0,4.2,32.0,3750.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio A22 (12 nm),"Quad-Core, 2.0 GHz",PowerVR GE8300,1,1
0.0,2018.0,13.0,3.0,3.0,3.0,4.2,16.0,3050.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0.0,2021.0,5.0,2.0,2.0,3.0,4.0,16.0,5000.0,720.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz (Cortex-A55)",PowerVR GE8322,0,1
1.0,2021.0,8.0,2.0,6.0,3.0,4.0,128.0,5000.0,720.0,5.0,18.0,0.0,1,2.0,1,0,LTPS IPS Touchscreen,0,Mediatek Helio G88 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52-MC2,1,1
0.0,2021.0,5.0,3.0,2.0,3.0,4.0,16.0,3000.0,720.0,3.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0,Unspecified,"Quad-core, 1.4 GHz",Mali T-820,1,1
0.0,2021.0,5.0,3.0,2.0,3.0,4.0,32.0,4000.0,720.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz (Cortex-A55)",PowerVR GE8322,1,1
1.0,2021.0,20.0,2.0,4.0,3.0,5.0,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,LTPS Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz (Cortex-A53)",PowerVR GE8320,1,1
0.0,2021.0,2.0,3.0,1.0,3.0,4.2,8.0,2000.0,720.0,2.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,Unspecified,"Quad-core, 1.4 GHz",Mali T-820,0,1
2.0,2021.0,32.0,1.0,8.0,3.0,5.0,128.0,4000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,LTPS IPS Touchscreen,0,MediaTek Helio G95 (12 nm),"Octa-core, up to 2.05 GHz",Mali-G76 MC4,1,1
1.0,2021.0,13.0,1.0,4.0,3.0,5.0,64.0,3600.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 512,1,1
1.0,2021.0,8.0,3.0,4.0,3.0,5.0,64.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,1,0,IPS Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, 2.3 GHz",PowerVR GE8320,1,1
1.0,2021.0,13.0,3.0,4.0,3.0,5.0,64.0,5500.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio G25 (12 nm),"Octa-core, up to 2.0 GHz GHz",PowerVR GE8320,1,1
0.0,2021.0,8.0,2.0,2.0,3.0,4.2,32.0,6000.0,720.0,3.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz (Cortex-A53)",PowerVR GE8322,1,1
1.0,2020.0,32.0,2.0,4.0,3.0,4.0,128.0,4000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,LTPS Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz (Cortex-A53)",PowerVR GE8320,1,1
0.0,2021.0,8.0,4.0,3.0,3.0,5.0,32.0,4000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
1.0,2020.0,8.0,3.0,4.0,3.0,4.0,64.0,5950.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz (Cortex-A53)",PowerVR GE8320,1,1
0.0,2020.0,5.0,3.0,3.0,3.0,4.0,16.0,3000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
0.0,2020.0,8.0,3.0,4.0,3.0,4.0,64.0,4000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A20,"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
0.0,2020.0,8.0,2.0,4.0,3.0,4.0,64.0,4900.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
1.0,2020.0,16.0,2.0,6.0,3.0,4.2,128.0,3950.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS Touchscreen,1,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
0.0,2020.0,5.0,3.0,1.0,3.0,4.2,16.0,2000.0,720.0,1.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,Mediatek,"Quad-core, 1.3 GHz",PowerVR GE8100,0,0
0.0,2020.0,8.0,3.0,3.0,3.0,4.0,32.0,3500.0,720.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz (Cortex-A55)",PowerVR GE8322,1,1
0.0,2020.0,13.0,2.0,4.0,3.0,4.0,32.0,4000.0,1080.0,5.0,0.0,0.0,1,2.0,0,0,IPS INCELL Touchscreen,0,Mediatek Helio P23 (16 nm),"Octa core, 2.0 GHz",Mali-G71 MP2,1,1
0.0,2019.0,8.0,3.0,3.0,3.0,4.1,32.0,3000.0,720.0,5.0,0.0,0.0,1,2.0,1,0,IPS INCELL Touchscreen,1,MediaTek Helio P60 (12 nm),"Octa core, 1.8 GHz",Mali G72 MP3,1,1
1.0,2019.0,13.0,2.0,4.0,3.0,4.2,32.0,3900.0,1080.0,6.0,10.0,0.0,1,2.0,1,0,IPS INCELL Touchscreen,0,MediaTek,"Octa core, 2.0 GHz",Mali G71 MP2,1,1
0.0,2019.0,8.0,3.0,2.0,3.0,4.0,16.0,2500.0,720.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR Rogue GE8322,0,1
0.0,2019.0,8.0,3.0,3.0,3.0,4.2,16.0,3520.0,720.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR Rogue GE8322,1,1
0.0,2019.0,8.0,2.0,3.0,3.0,4.2,32.0,4000.0,720.0,5.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR GE8320,1,1
0.0,2019.0,8.0,3.0,2.0,3.0,4.0,16.0,3200.0,720.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek MT6739WA,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
1.0,2019.0,16.0,2.0,4.0,3.0,4.2,32.0,3900.0,1080.0,6.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,1,1
0.0,2019.0,8.0,3.0,3.0,3.0,4.0,16.0,3200.0,720.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0.0,2020.0,5.0,3.0,2.0,3.0,4.1,16.0,3000.0,720.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,Octa core,,0,1
0.0,2020.0,5.0,2.0,1.0,3.0,4.0,16.0,2500.0,720.0,1.0,0.0,0.0,1,2.0,0,0,Touchscreen,0,,Octa core,,1,1
0.0,2019.0,8.0,3.0,3.0,3.0,4.0,32.0,4000.0,720.0,4.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2019.0,2.0,4.0,512.0,2.0,4.2,8.0,2000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,Mediatek MT6580M,"Quad-core, 1.3 GHz",Mali 400,0,0
0.0,2019.0,5.0,3.0,1.0,3.0,4.2,16.0,2500.0,720.0,3.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR Rough GE8100,0,0
0.0,2019.0,5.0,3.0,1.0,2.0,4.2,8.0,2400.0,0.0,3.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,Mediatek MT6580,"Quad-core, 1.3 GHz",Mali 400,0,0
0.0,2018.0,5.0,2.0,1.0,3.0,4.2,8.0,2050.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC9850,"Quad-core, 1.40 GHz",Mali T-820,0,0
0.0,2019.0,8.0,3.0,1.0,3.0,4.0,8.0,3200.0,720.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.28 GHz",PowerVR GE8100,1,0
0.0,2019.0,5.0,4.0,2.0,4.0,4.0,16.0,2250.0,0.0,1.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,0,1
0.0,2019.0,8.0,3.0,3.0,3.0,4.0,16.0,3200.0,720.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.28 GHz",PowerVR GE8100,1,1
1.0,2019.0,8.0,2.0,3.0,3.0,4.0,16.0,3000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
1.0,2018.0,16.0,1.0,6.0,3.0,4.2,64.0,3450.0,1080.0,6.0,10.0,0.0,1,2.0,1,0,IPS Touchscreen,0,Mediatek Helio P23 (16 nm),"Octa core, 2.0 GHz",Mali-G71,1,1
0.0,2018.0,5.0,2.0,3.0,3.0,4.0,16.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek MT6737,"Quad-core, 1.3 GHz",Mali T720,1,1
0.0,2018.0,5.0,2.0,2.0,3.0,4.0,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
1.0,2018.0,8.0,2.0,3.0,3.0,4.0,32.0,3500.0,720.0,4.0,0.0,0.0,1,2.0,1,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0.0,2018.0,8.0,2.0,2.0,3.0,4.0,16.0,3000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
0.0,2018.0,5.0,3.0,1.0,3.0,4.0,8.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,0
0.0,2018.0,5.0,2.0,1.0,3.0,4.0,8.0,2700.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Mediatek MT6737H,"Quad-core, 1.25 GHz",Mali-T720,0,0
0.0,2022.0,5.0,2.0,2.0,3.0,4.0,32.0,5000.0,0.0,3.0,18.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz",Unspecified,1,1
0.0,2021.0,5.0,2.0,2.0,3.0,4.2,32.0,5000.0,720.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2021.0,5.0,2.0,2.0,3.0,4.0,32.0,5000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR IMG8322,1,1
0.0,2021.0,2.0,3.0,2.0,3.0,4.2,32.0,3000.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UniSoC SC9832E (28 nm),"Quad-core, 1.4 GHz",PowerVR,0,1
0.0,2021.0,5.0,2.0,1.0,3.0,4.2,16.0,3020.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UniSoC SC7731E (28 nm),"Quad-core, 1.3 GHz",,1,1
